avatarThumbnail,cid,createTime,createTimeISO,detailedMentions/0/nickName,detailedMentions/0/profileUrl,detailedMentions/0/secUid,detailedMentions/0/userId,detailedMentions/1/nickName,detailedMentions/1/profileUrl,detailedMentions/1/secUid,detailedMentions/1/userId,likes,input,likedByAuthor,mentions/0,mentions/1,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,comment,uniqueId,videoWebUrl,anon_user,stable_index
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3909a0ffcc83dccccd85701f20a52fef~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=97247ec2&x-expires=1762308000&x-signature=H%2B%2FSAj4OwTYD5SwvmRA1qrPWNak%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562205061909070623,1760713089,2025-10-17T14:58:09.000Z,,,,,,,,,2,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,2,https://www.tiktok.com/@paretay/video/7562041226669657374,"i understand however this is a new age of fashion and media, and i think victoria’s secret needs any type of promo they can get by having influencers walking the show because in reality most people don’t know who these models are unless you’ve watched the shows in the 2000s/2010s. also, if you were offered the opportunity, you would do it too i’m guessing lol",alixandrajoseph,https://www.tiktok.com/@paretay/video/7562041226669657374,User_11,10
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ff08997485baa37822a18d114bcb79ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c260025a&x-expires=1762308000&x-signature=XRNq6JX%2BfF3wgBztNFQItHNLFqU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562273209979355935,1760728960,2025-10-17T19:22:40.000Z,,,,,,,,,24,https://www.tiktok.com/@paretay/video/7562041226669657374,True,,,False,,3,https://www.tiktok.com/@paretay/video/7562041226669657374,"Angels were models. Ans the top tier goddess models us mortals could barely comprehend. While all the influencers served and looked incredible, it’s now a very different show than what it once was",whatsaragrae316,https://www.tiktok.com/@paretay/video/7562041226669657374,User_12,11
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/988bdbe9525d9f5cbda3afb7f6302bb0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8a3d991c&x-expires=1762308000&x-signature=AUrtOpTQXPoCxnZCfCufz6f%2FeIs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562330446907507486,1760742294,2025-10-17T23:04:54.000Z,,,,,,,,,4,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,Talk your shiiii 👏👏,bunnigirl99,https://www.tiktok.com/@paretay/video/7562041226669657374,User_13,12
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9bd9fbee94608eca1e71c56b16cb6b5b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=08ff9eb9&x-expires=1762308000&x-signature=7KivilmFvKgQtz3StPeQ1ISvzvk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562334848519095071,1760743314,2025-10-17T23:21:54.000Z,,,,,,,,,2,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,"Agreed, I’ve been saying this in all the comments! Everyone’s saying the influencers and others fit the PINK part nooo it was still supermodels they just dressed them up in PINK too",itskaymae,https://www.tiktok.com/@paretay/video/7562041226669657374,User_14,13
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f92956f6f2c4d9032a50b4734f917255~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c12550e7&x-expires=1762308000&x-signature=XpLptndpIcwjxd65yxpcoSeloCw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562141969389961998,1760698466,2025-10-17T10:54:26.000Z,,,,,,,,,3,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,VS was also FIGHTING for the title of being exclusive not letting every girl on the runway so seeing woman who’s first job isint modeling must suck to models who have been dying for the job,bray.corado,https://www.tiktok.com/@paretay/video/7562041226669657374,User_15,14
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8bbfb2cb6ff3dfa6118cf2076dca453f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b7db5d08&x-expires=1762308000&x-signature=a3yyyjub8TnNHm%2FxXovXOLV1Rd0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562256018852512529,1760724950,2025-10-17T18:15:50.000Z,,,,,,,,,2,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,Truly you had to experience prime Gisele to understand,anemoneee2,https://www.tiktok.com/@paretay/video/7562041226669657374,User_16,15
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b7e8780e8bd3e9bbbcf4fe2841ebcf48~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0b301834&x-expires=1762308000&x-signature=%2Bx3zK0Dfx8yZAO2CKDivLmc234o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562374971310949133,1760752647,2025-10-18T01:57:27.000Z,,,,,,,,,8,https://www.tiktok.com/@paretay/video/7562041226669657374,True,,,False,,1,https://www.tiktok.com/@paretay/video/7562041226669657374,THISSSSS !!! Thank youuuuuu!!!! Let them do Sports illustrated not VS!!!! Those women work so hard and now see that influencers are just being handed it and people wonder why some OG’s don’t return ..,thrivewithjulia,https://www.tiktok.com/@paretay/video/7562041226669657374,User_17,16
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2193c1dfad834107442b9a598d4d5ab8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=fed103d6&x-expires=1762308000&x-signature=piw4P6Ui8dihuvaWLUwJydtEwKc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562545522544821003,1760792351,2025-10-18T12:59:11.000Z,,,,,,,,,3,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,There were 2 influencers in the entire show.,ruthhannahh,https://www.tiktok.com/@paretay/video/7562041226669657374,User_18,17
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d35610950a95faaefc99b469f04f7029~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f348eace&x-expires=1762308000&x-signature=ATdKYqP%2BdCPmrp5TivpvG5846kw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7563290011584807688,1760965688,2025-10-20T13:08:08.000Z,,,,,,,,,1,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,"OMG FINALLY SOMEONE SAID IT RIGHT. Like supermodels are supermodels for a reason, not everyone is a supermodel, people need to stop the delusion that everyone can be a supermodel.",nattyfierros,https://www.tiktok.com/@paretay/video/7562041226669657374,User_19,18
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ff8977747d4d2bd17088b8f6413916e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7988662a&x-expires=1762308000&x-signature=jF6Us%2FVBtmbXKhlVnMLcA04f0e0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562187541064663822,1760709021,2025-10-17T13:50:21.000Z,,,,,,,,,6,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,I remember when celebrities used to CELEBRITY and icons used to ICON.,caitlinkrisko,https://www.tiktok.com/@paretay/video/7562041226669657374,User_20,19
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a543ff577afd2d84afe2c46f7f670079~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=14c5e8cb&x-expires=1762308000&x-signature=DMFTTIy7Utvqw5qXlCr4sTSJlR8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562545990609961759,1760792496,2025-10-18T13:01:36.000Z,,,,,,,,,3,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,YOU’RE a connoisseur because…🤔,user7055393721147,https://www.tiktok.com/@paretay/video/7562041226669657374,User_21,20
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7352529798234636331~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1f23a0ed&x-expires=1762308000&x-signature=iBgaByGe1mD6FKfzdpKC3AWjPsU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562579765628027679,1760800345,2025-10-18T15:12:25.000Z,,,,,,,,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,Anok please look at her then look at us mere mortals cause no way she is not a beauty from another planet,grandmasutras,https://www.tiktok.com/@paretay/video/7562041226669657374,User_22,21
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6db69661&x-expires=1762308000&x-signature=wkaCVX6wLTWe3gXFzvqzRJnDuVo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562082070961619742,1760684528,2025-10-17T07:02:08.000Z,,,,,,,,,7,https://www.tiktok.com/@paretay/video/7562041226669657374,False,,,False,,0,https://www.tiktok.com/@paretay/video/7562041226669657374,I love this take and agree very much with you… it’s ridiculous,lilysue406,https://www.tiktok.com/@paretay/video/7562041226669657374,User_23,22
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/5bddfa357e85f783ccdacbb1865e9597~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=405be3e6&x-expires=1762308000&x-signature=SuzMW43wcjZSQYggDXV3cWnVRr0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561905369053119254,1760643301,2025-10-16T19:35:01.000Z,,,,,,,,,74,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,9,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,The fact the only model she knew was Adriana Lima not even Gigi hadid 😭,jude_coelho,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_24,23
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/991c1ee9b60734a52c28741785f9eeec~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bf1dc150&x-expires=1762308000&x-signature=AsrdZ7lUlpPNGmmvyVNYCHXz4DE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561901909709275912,1760642505,2025-10-16T19:21:45.000Z,,,,,,,,,1,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,1,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,Where’s more of her stuff?,h6mutoadsxje,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_25,24
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/49e8f7307e591137c8db48a43d2f0c7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=05996751&x-expires=1762308000&x-signature=5C%2Fm7ddEcXlfdoCDSuOqKu%2FRm0Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561858008725865238,1760632280,2025-10-16T16:31:20.000Z,,,,,,,,,298,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,2,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,Tate should’ve defo been their,evareidx,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_26,25
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/1e4cbc45991e48e5b22ccbb8db5946da~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c6ab4b8c&x-expires=1762308000&x-signature=2B2XXwrYUvyblkCLUF1WyYP6sRg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561937499934688022,1760650793,2025-10-16T21:39:53.000Z,,,,,,,,,1,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,I watched it and I screamed when I saw Adriana Lima 😂😂😂,macie8576,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_27,26
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/5528923f4ee864db41e06e1aac94dfb4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6bb2cc6a&x-expires=1762308000&x-signature=%2BHXCJHAmib%2BeP8d1tiUhNGzS86I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561821399548183318,1760623755,2025-10-16T14:09:15.000Z,,,,,,,,,117,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,7,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,You didn’t know who pink was !!!! Are you really my child 🤷‍♀️😂,thehuzies,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_28,27
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/d44679b03053de920f67b266fb01dd6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3d020e75&x-expires=1762308000&x-signature=hKYa1YHUX4%2BhUC4KeonK%2F%2BOyA1I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562365228069192471,1760750420,2025-10-18T01:20:20.000Z,,,,,,,,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,you do know all the victoria secret models are men don’t you??x,ell.lilx,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_29,28
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/cdf094b8536a26066d8a546d00331b30~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cfd96942&x-expires=1762308000&x-signature=Xc5XJ9qMPlWci7V9BY1fegYbmi8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561816801983546134,1760622690,2025-10-16T13:51:30.000Z,,,,,,,,,1,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,2,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,First! x,xsophx12,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_30,29
https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/d1a750a6217b553e15265143626e60d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6eaaf29a&x-expires=1762308000&x-signature=wswgTXeqOBR2nVdHr1uB22tioyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561970567894663958,1760658532,2025-10-16T23:48:52.000Z,,,,,,,,,49,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,New gen 💔🥀,user3637271782833,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_31,30
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/d2d40458623b2c6e799d733e26da52a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=022b2d9d&x-expires=1762308000&x-signature=7RzRWWPks02dFeHUl%2FFNiZKDrQg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561927022143357718,1760648346,2025-10-16T20:59:06.000Z,,,,,,,,,10,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,I love adriana Lima sm I agreee she should have defo opened it,backupxoxo472,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_32,31
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/88617a17d09c6d4d846a0109dbac5677~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9fb24e66&x-expires=1762308000&x-signature=gl0qzlL7vsSpfpdMF3Kdn9dffIc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562511764114424598,1760784491,2025-10-18T10:48:11.000Z,,,,,,,,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,I still haven’t watched the Victoria secret fashion show and I’m desperate to💞,emsgrwms39,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_33,32
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/a6ae0a8bae5b16a5d04b2665da7712f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=784a4b6b&x-expires=1762308000&x-signature=Mo%2F%2BnDMb5zEvMQpQfwinsIVj%2B6o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562389548685525782,1760756089,2025-10-18T02:54:49.000Z,,,,,,,,,1,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,Was it only me who thought the k pop group was honestly so bad like I think Kay’s eye would’ve been better,skylabx,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_34,33
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/f3ab80125fc0fb0aa1168651891bd540~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5c0aa33a&x-expires=1762308000&x-signature=qQ2JsriNdp6tZoR%2B9V4Mk%2F%2FlSFI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561905362950193943,1760643299,2025-10-16T19:34:59.000Z,,,,,,,,,1,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,Your skincare looks so glowy 🤩,grwmfaye.o,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_35,34
https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/7f5ac28dd8762cc3f001069a91c45001~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9f87e0b4&x-expires=1762308000&x-signature=yqIsWvoyFt%2F3ztdFj1NpjQT2vGE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7562262529364771606,1760726461,2025-10-17T18:41:01.000Z,,,,,,,,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,0,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,No girl I’m sorry missy Elliot is an ICON. They have to give different singers for all different generations to have a bigger audience reach I feel 🤍🤍,nadiamcginley,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_36,35
https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/6f49de691827c32cbf4b2bcc30452c63~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7a107f5f&x-expires=1762308000&x-signature=Dlaybn52pj5MRwh5JK0SHM8Q2dI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7561868747356750614,1760634783,2025-10-16T17:13:03.000Z,,,,,,,,,5,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,False,,,False,,1,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,Did u sta off to watch it xx,eviiebrady,https://www.tiktok.com/@ruby.alexis/video/7561814270518775062,User_37,36
